product_id,revenue,active_weeks,description,active_share,cumulative_share,abc
21932,4544.12,66,SCANDINAVIAN PAISLEY PICNIC BAG,0.825,0.7057345888938732,A
47568,4543.92,36,ENGLISH ROSE DESIGN PEG BAG,0.45,0.7061138564197669,A
22460,4543.61,64,EMBOSSED GLASS TEALIGHT HOLDER,0.8,0.7064930980708799,A
21992,4528.57,77,VINTAGE PAISLEY STATIONERY SET,0.9625,0.7068710843777991,A
22725,4526.21,38,ALARM CLOCK BAKELIKE CHOCOLATE,0.475,0.7072488737025178,A
37446,4523.17,51,MINI CAKE STAND WITH HANGING CAKES,0.6375,0.7076264092874525,A
85014D,4514.0,13,PINK/BROWN DOTS RUFFLED UMBRELLA,0.1625,0.7080031794796839,A
22839,4502.83,34,"CAKE TIN, 3 TIER MINT/IVORY",0.425,0.7083790173451436,A
21497,4479.5,74,FANCY FONTS BIRTHDAY WRAP,0.925,0.7087529079246963,A
22196,4473.8099999999995,78,SMALL HEART MEASURING SPOONS,0.975,0.7091263235768245,A
22810,4471.2300000000005,18,SET OF 6 T-LIGHTS SNOWMEN,0.225,0.7094995238840046,A
21381,4469.35,77,MINI WOODEN HAPPY BIRTHDAY GARLAND,0.9625,0.7098725672731604,A
20682,4467.83,75,RED SPOTTY CHILDS UMBRELLA,0.9375,0.7102454837924242,A
22218,4458.76,46,CAKE STAND LACE WHITE,0.575,0.7106176432656882,A
21933,4456.03,66,PINK VINTAGE PAISLEY PICNIC BAG,0.825,0.7109895748739489,A
22966,4428.85,29,GINGERBREAD MAN COOKIE CUTTER,0.3625,0.7113592378482209,A
22550,4424.71,61,HOLIDAY FUN LUDO,0.7625,0.7117285552689716,A
84968B,4411.36,34,S/16 VINTAGE IVORY CUTLERY,0.425,0.712096758404816,A
20979,4409.76,77,36 PENCILS TUBE RED SPOTTY,0.9625,0.7124648279934057,A
21313,4409.57,71,GLASS HEART T-LIGHT HOLDER ,0.8875,0.7128328817232591,A
22945,4403.46,23,CHRISTMAS METAL TAGS ASSORTED ,0.2875,0.7132004254695337,A
21713,4401.22,68,CITRONELLA CANDLE FLOWERPOT,0.85,0.7135677822496517,A
22779,4391.62,30,WOODEN OWLS LIGHT GARLAND ,0.375,0.7139343377462416,A
84950,4377.18,66,ASSORTED COLOUR T-LIGHT HOLDER,0.825,0.7142996879788582,A
21078,4375.62,77,SET/20 STRAWBERRY PAPER NAPKINS ,0.9625,0.7146649080029015,A
22854,4363.900000000001,38,CREAM SWEETHEART EGG HOLDER,0.475,0.7150291497933043,A
22626,4352.78,57,BLACK KITCHEN SCALES,0.7125,0.7153924634302873,A
22926,4352.52,25,IVORY GIANT GARDEN THERMOMETER,0.3125,0.7157557553658412,A
22377,4339.11,71,BOTTLE BAG RETROSPOT ,0.8875,0.7161179280084671,A
22781,4338.17,34,GUMBALL MAGAZINE RACK,0.425,0.7164800221920808,A
22441,4322.34,60,GROW YOUR OWN BASIL IN ENAMEL MUG,0.75,0.7168407950925437,A
22412,4313.240000000001,69,METAL SIGN NEIGHBOURHOOD WITCH ,0.8625,0.7172008084429956,A
22115,4312.900000000001,75,METAL SIGN EMPIRE TEA,0.9375,0.7175607934146561,A
22432,4310.7699999999995,68,WATERING CAN PINK BUNNY,0.85,0.7179206006015335,A
22741,4302.7,35,FUNKY DIVA PEN,0.4375,0.7182797342094454,A
23173,4301.92,6,REGENCY TEAPOT ROSES ,0.075,0.7186388027130705,A
22845,4300.82,35,VINTAGE CREAM CAT FOOD CONTAINER,0.4375,0.7189977794029582,A
15044B,4293.09,60,BLUE PAPER PARASOL ,0.75,0.7193561108926716,A
72802C,4292.42,68,VANILLA SCENT CANDLE JEWELLED BOX,0.85,0.7197143864594722,A
85038,4273.72,67,6 CHOCOLATE LOVE HEART T-LIGHTS,0.8375,0.7200711011927339,A
37500,4259.349999999999,62,TEA TIME TEAPOT IN GIFT BOX,0.775,0.7204266165047145,A
22222,4254.36,75,CAKE PLATE LOVEBIRD WHITE,0.9375,0.7207817153161946,A
21874,4252.44,78,GIN AND TONIC MUG,0.975,0.7211366538709693,A
22763,4251.37,30,KEY CABINET MA CAMPAGNE,0.375,0.7214915031160172,A
22361,4250.34,63,GLASS JAR DAISY FRESH COTTON WOOL,0.7875,0.7218462663900199,A
21896,4249.1900000000005,73,POTTING SHED TWINE,0.9125,0.7222009336769335,A
21900,4246.06,77,"KEY FOB , SHED",0.9625,0.7225553397120301,A
22563,4238.81,64,HAPPY STENCIL CRAFT,0.8,0.722909140611129,A
22813,4229.84,38,PACK 3 BOXES BIRD PANNETONE ,0.475,0.7232621928109314,A
85061W,4229.54,74,WHITE JEWELLED HEART DECORATION,0.925,0.7236152199706235,A
22156,4212.99,78,HEART DECORATION WITH PEARLS ,0.975,0.7239668657509002,A
21700,4201.74,77,BIG DOUGHNUT FRIDGE MAGNETS,0.9625,0.7243175725270425,A
21491,4190.11,23,SET OF THREE VINTAGE GIFT WRAPS,0.2875,0.7246673085815774,A
21832,4185.23,70,CHOCOLATE CALCULATOR,0.875,0.7250166373169856,A
21143,4182.78,36,ANTIQUE GLASS HEART DECORATION ,0.45,0.72536576155816,A
22938,4167.37,38,CUPCAKE LACE PAPER SET 6,0.475,0.7257135995723379,A
21499,4166.34,72,BLUE SPOTS  WRAP,0.9,0.7260613516154707,A
22029,4162.47,76,SPACE BOY BIRTHDAY CARD,0.95,0.7264087806411813,A
22119,4141.74,60, PEACE WOODEN BLOCK LETTERS,0.75,0.7267544793952736,A
22798,4141.67,34,ANTIQUE GLASS DRESSING TABLE POT,0.425,0.7271001723066735,A
23209,4128.13,7,LUNCH BAG DOILEY PATTERN ,0.0875,0.7274447350744307,A
21240,4110.35,77,BLUE  SPOTTY CUP,0.9625,0.7277878137983205,A
21787,4096.57,60,RAIN PONCHO WITH RED SPOTS,0.75,0.7281297423464794,A
21588,4093.35,58,RETRO SPOT GIANT  TUBE MATCHES,0.725,0.7284714021307882,A
21591,4085.6900000000005,51,COSY HOUR CIGAR BOX MATCHES ,0.6375,0.7288124225576154,A
22144,4084.36,23,CHRISTMAS CRAFT LITTLE FRIENDS,0.2875,0.729153331973287,A
85049A,4079.43,59,TRADITIONAL CHRISTMAS RIBBONS,0.7375,0.7294938298964804,A
21563,4053.8,75,RED HEART SHAPE LOVE BUCKET ,0.9375,0.729832188559588,A
22809,4048.7900000000004,15,SET OF 6 T-LIGHTS SANTA,0.1875,0.7301701290528543,A
35832,4036.4000000000005,20,WOOLLY HAT SOCK GLOVE ADVENT STRING,0.25,0.7305070353895674,A
22493,4032.6999999999994,58,PAINT YOUR OWN CANVAS SET,0.725,0.7308436328982539,A
22291,4025.68,52,"SPRING DEC , HANGING CHICK CREAM",0.65,0.7311796444683607,A
84968A,4016.13,54,S/16 VINTAGE ROSE CUTLERY,0.675,0.7315148589282913,A
22746,4015.6600000000003,38,POPPY'S PLAYHOUSE LIVINGROOM ,0.475,0.7318500341587157,A
72756,4010.58,6,FAIRY CAKE CANDLES,0.075,0.7321847853766066,A
22631,4008.6099999999997,51,CIRCUS PARADE LUNCHBOX ,0.6375,0.7325193721644402,A
21112,4003.05,59,"SWISS ROLL TOWEL, PINK  SPOTS",0.7375,0.7328534948755637,A
22378,3996.92,69,WALL TIDY RETROSPOT ,0.8625,0.7331871059337679,A
22772,3989.7,35,PINK DRAWER KNOB ACRYLIC EDWARDIAN,0.4375,0.7335201143599853,A
23134,3988.42,9,LARGE ZINC HEART WALL ORGANISER,0.1125,0.733853015948399,A
79341,3980.17,18,WILLOW BRANCH LIGHTS.,0.225,0.7341852289337808,A
21988,3979.68,72,PACK OF 6 SKULL PAPER PLATES,0.9,0.7345174010203159,A
22131,3971.85,77,FOOD CONTAINER SET 3 LOVE HEART ,0.9625,0.7348489195599734,A
21584,3953.3999999999996,65,RETRO SPOT SMALL TUBE MATCHES,0.8125,0.7351788981328506,A
22078,3948.37,68,RIBBON REEL LACE DESIGN ,0.85,0.7355084568665459,A
22053,3939.5699999999997,45,EMPIRE DESIGN ROSETTE,0.5625,0.7358372810903405,A
37495,3923.77,67,FAIRY CAKE BIRTHDAY CANDLE SET,0.8375,0.7361647865349953,A
22329,3921.1599999999994,72,ROUND CONTAINER SET OF 5 RETROSPOT,0.9,0.736492074130691,A
21494,3912.16,65,ROTATING LEAVES T-LIGHT HOLDER,0.8125,0.7368186105230791,A
84509A,3906.59,77,ENGLISH ROSE PLACEMATS,0.9625,0.7371446820040869,A
85184C,3899.48,65,S/4 VALENTINE DECOUPAGE HEART BOX,0.8125,0.7374701600344818,A
20966,3897.68,66,SANDWICH BATH SPONGE,0.825,0.7377954878242151,A
22739,3897.21,26,"RIBBON REEL, XMAS SOCK/BAUBLE",0.325,0.7381207763844425,A
20751,3890.34,76,FUNKY WASHING UP GLOVES ASSORTED,0.95,0.7384454915261451,A
22790,3884.0000000000005,1,"MIRROR, ARCHED GEORGIAN",0.0125,0.7387696774868511,A
21201,3880.99,75,TROPICAL  HONEYCOMB PAPER GARLAND ,0.9375,0.7390936122117843,A
21986,3879.7799999999997,76,PACK OF 12 PINK SPOT TISSUES ,0.95,0.739417445941606,A
21592,3872.83,73,RETRO SPOT  CIGAR BOX MATCHES ,0.9125,0.7397406995755402,A
21474,3870.2999999999997,27,SWEETHEART CREAM STEEL FOLDIN BENCH,0.3375,0.7400637420378782,A
21239,3862.27,77,PINK  SPOTTY CUP,0.9625,0.7403861142599316,A
22612,3858.6299999999997,24,TEA COSY VINTAGE UNION JACK,0.3,0.7407081826619809,A
21069,3853.69,72,VINTAGE BILLBOARD TEA MUG,0.9,0.7410298387368812,A
22442,3849.9799999999996,46,GROW YOUR OWN FLOWERS SET OF 3,0.575,0.7413511851490848,A
21878,3847.96,60,PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.75,0.7416723629578794,A
21534,3834.1000000000004,76,DAIRY MAID LARGE MILK JUG,0.95,0.7419923839135805,A
84796B,3833.9500000000003,33,BLUE SAVANNAH PICNIC HAMPER FOR 2,0.4125,0.7423123923492263,A
22435,3799.05,61,SET OF 9 HEART SHAPED BALLOONS,0.7625,0.7426294877853797,A
22660,3797.66,45,DOORMAT I LOVE LONDON,0.5625,0.7429464672023557,A
22311,3784.77,61,OFFICE MUG WARMER BLACK+SILVER ,0.7625,0.7432623707292613,A
84016,3776.13,21,FLAG OF ST GEORGE CAR FLAG,0.2625,0.7435775531009916,A
21911,3770.89,63,GARDEN METAL SIGN ,0.7875,0.743892298105463,A
22187,3768.09,28,GREEN CHRISTMAS TREE CARD HOLDER,0.35,0.7442068094022386,A
22611,3760.65,49,VINTAGE UNION JACK SHOPPING BAG,0.6125,0.74452069970428,A
22433,3750.1899999999996,65,WATERING CAN GREEN DINOSAUR,0.8125,0.7448337169411441,A
21743,3748.21,46,STAR PORTABLE TABLE LIGHT ,0.575,0.7451465689132805,A
47580,3738.25,70,TEA TIME DES TEA COSY,0.875,0.7454585895537565,A
22030,3730.12,78,SWALLOWS GREETING CARD,0.975,0.7457699316072448,A
22045,3724.14,73,SPACE BOY GIFT WRAP,0.9125,0.7460807745278688,A
20967,3714.41,66,GREY FLORAL FELTCRAFT SHOULDER BAG,0.825,0.7463908053142504,A
22458,3711.2999999999997,49,CAST IRON HOOK GARDEN FORK,0.6125,0.7467005765181557,A
85206A,3707.3599999999997,32,CREAM FELT EASTER EGG BASKET,0.4,0.7470100188619463,A
84832,3705.67,78,ZINC WILLIE WINKIE  CANDLE STICK,0.975,0.7473193201464492,A
22318,3701.1500000000005,71,FIVE HEART HANGING DECORATION,0.8875,0.7476282441599577,A
22359,3700.3999999999996,51,GLASS JAR KINGS CHOICE,0.6375,0.7479371055731905,A
21718,3695.0299999999997,71,RED METAL BEACH SPADE ,0.8875,0.7482455187684498,A
35961,3694.4599999999996,77,FOLKART ZINC HEART CHRISTMAS DEC,0.9625,0.7485538843874998,A
22583,3687.75,60,PACK OF 6 HANDBAG GIFT BOXES,0.75,0.7488616899427504,A
21916,3684.39,78,SET 12 RETRO WHITE CHALK STICKS,0.975,0.7491692150487663,A
22788,3675.41,32,BROCANTE COAT RACK,0.4,0.7494759906208153,A
22227,3673.46,78,"DECORATION, HANGING HEART+MIRROR ",0.975,0.7497826034321478,A
72807B,3669.7799999999997,64,SET/3 OCEAN SCENT CANDLE JEWEL BOX,0.8,0.7500889090847943,A
21795,3632.9400000000005,29,SET OF 3 BLUE STRIPE BASKET,0.3625,0.7503921398119022,A
20785,3632.4,26,FUSCHIA RETRO BAR STOOL,0.325,0.7506953254668117,A
22080,3630.39,58,RIBBON REEL SPOTS DESIGN ,0.725,0.7509983433529825,A
22451,3629.1400000000003,48,SILK PURSE RUSSIAN DOLL RED,0.6,0.7513012569053606,A
21207,3625.0699999999997,65,SKULL AND CROSSBONES  GARLAND ,0.8125,0.7516038307469097,A
21561,3622.3799999999997,76,DINOSAUR LUNCHBOX WITH CUTLERY,0.95,0.7519061800621368,A
22202,3619.28,63,MILK PAN PINK RETROSPOT,0.7875,0.752208270629558,A
22200,3618.34,71,FRYING PAN PINK POLKADOT ,0.8875,0.752510282737967,A
21067,3617.86,74,VINTAGE RED TEATIME MUG,0.925,0.7528122547821997,A
22602,3605.64,47,CHRISTMAS RETROSPOT HEART WOOD,0.5875,0.7531132068592749,A
84968D,3605.17,32,S/16 VINTAGE RED CUTLERY,0.4,0.7534141197068439,A
21349,3604.6,26,IVY HEART WREATH,0.325,0.7537149849782036,A
22610,3604.2599999999998,53,PENS ASSORTED FUNNY FACE,0.6625,0.7540158218707714,A
22765,3603.65,10,NEWSPAPER STAND,0.125,0.7543166078484487,A
21495,3583.3,75,SKULLS WRAP,0.9375,0.7546156952719806,A
21864,3577.36,75,UNION JACK FLAG PASSPORT COVER ,0.9375,0.7549142869013294,A
70006,3559.23,46,LOVE HEART POCKET WARMER,0.575,0.7552113652733489,A
21068,3559.0099999999998,73,VINTAGE BILLBOARD LOVE/HATE MUG,0.9125,0.7555084252826207,A
79320,3552.02,40, FLAMINGO LIGHTS,0.5,0.7558049018573239,A
22278,3546.61,73,OVERNIGHT BAG VINTAGE ROSE PAISLEY,0.9125,0.756100926875372,A
85040B,3538.5399999999995,64,SET/4 BLUE FLOWER CANDLES IN BOWL,0.8,0.7563962783144544,A
21903,3537.3300000000004,74,MAN FLU METAL SIGN,0.925,0.7566915287584256,A
22971,3536.13,26,QUEENS GUARD COFFEE MUG,0.325,0.7569866790419558,A
20786,3533.9,18,BLACK RETRO BAR STOOL,0.225,0.7572816431939999,A
20961,3531.37,74,STRAWBERRY BATH SPONGE ,0.925,0.7575763961744474,A
21872,3522.86,68,GLAMOROUS  MUG,0.85,0.757870438850434,A
22841,3519.48,35,ROUND CAKE TIN VINTAGE GREEN,0.4375,0.7581641994078454,A
20963,3517.85,77,APPLE BATH SPONGE,0.9625,0.758457823913991,A
21556,3514.81,65,CERAMIC STRAWBERRY MONEY BOX,0.8125,0.7587511946803527,A
22848,3510.83,34,BREAD BIN DINER STYLE PINK,0.425,0.7590442332479185,A
22199,3510.16,71,FRYING PAN RED POLKADOT ,0.8875,0.7593372158925713,A
23207,3508.81,10,LUNCH BAG ALPHABET DESIGN,0.125,0.7596300858567281,A
22689,3508.27,26,DOORMAT MERRY CHRISTMAS RED ,0.325,0.7599229107486863,A
72807A,3495.03,61,SET/3 ROSE CANDLE IN JEWELLED BOX,0.7625,0.7602146305371121,A
20784,3492.65,23,RED RETRO BAR STOOL,0.2875,0.7605061516739967,A
22454,3489.29,44,MEASURING TAPE RUSSIAN DOLL RED,0.55,0.7607973923616465,A
21918,3487.7799999999997,77,SET 12 KIDS COLOUR  CHALK STICKS,0.9625,0.7610885070140746,A
21590,3483.5,47,KINGS CHOICE CIGAR BOX MATCHES ,0.5875,0.7613792644275965,A
21901,3472.3300000000004,77,"KEY FOB , BACK DOOR ",0.9625,0.7616690895143469,A
37447,3466.0699999999997,74,CERAMIC CAKE DESIGN SPOTTED PLATE,0.925,0.7619583920974632,A
22057,3465.31,65,CERAMIC PLATE STRAWBERRY DESIGN,0.8125,0.7622476312456338,A
84598,3457.2599999999998,65,BOYS ALPHABET IRON ON PATCHES,0.8125,0.7625361984841791,A
22489,3453.31,59,PACK OF 12 TRADITIONAL CRAYONS,0.7375,0.7628244360279396,A
22162,3439.6200000000003,58,HEART GARLAND RUSTIC PADDED,0.725,0.7631115309080022,A
82581,3438.7000000000003,78,TOILET METAL SIGN,0.975,0.7633985489983933,A
22691,3431.46,41,DOORMAT WELCOME SUNRISE,0.5125,0.7636849627874573,A
84968E,3431.0,43,S/16 VINTAGE BLACK CUTLERY,0.5375,0.7639713381816855,A
46000S,3426.35,73,POLYESTER FILLER PAD 40x40cm,0.9125,0.7642573254542048,A
22276,3425.69,72,WASH BAG VINTAGE ROSE PAISLEY,0.9,0.7645432576384814,A
21609,3420.8500000000004,67,SET 12 LAVENDER  BOTANICAL T-LIGHTS,0.8375,0.7648287858423127,A
22476,3413.54,60,EMPIRE UNION JACK TV DINNER TRAY,0.75,0.7651137039021243,A
22284,3400.74,71,HEN HOUSE DECORATION,0.8875,0.7653975535838985,A
21153,3397.69,32,RED SPOTTY TABLECLOTH ,0.4,0.7656811486912185,A
22737,3388.62,24,RIBBON REEL CHRISTMAS PRESENT ,0.3,0.7659639867525386,A
22426,3387.23,55,ENAMEL WASH BOWL CREAM,0.6875,0.7662467087946813,A
21614,3381.92,54,SET OF 12 ROSE BOTANICAL T-LIGHTS,0.675,0.7665289876268725,A
21846,3381.81,64,PINK DIAMANTE PEN IN GIFT BOX,0.8,0.7668112572776901,A
21506,3381.25,77,"FANCY FONT BIRTHDAY CARD, ",0.9625,0.7670934801869683,A
22800,3368.66,33,ANTIQUE TALL SWIRLGLASS TRINKET POT,0.4125,0.7673746522462865,A
21355,3368.11,62,TOAST ITS - I LOVE YOU ,0.775,0.7676557783987359,A
21472,3365.1,67,LADYBIRD + BEE RAFFIA FOOD COVER,0.8375,0.7679366533154124,A
21544,3360.4199999999996,72,SKULLS  WATER TRANSFER TATTOOS ,0.9,0.768217137606369,A
22769,3356.68,12,CHALKBOARD KITCHEN ORGANISER,0.15,0.7684973097306178,A
15044D,3347.4700000000003,62,RED PAPER PARASOL,0.775,0.768776713123482,A
22896,3344.5699999999997,38,PEG BAG APPLE DESIGN,0.475,0.7690558744619471,A
22604,3344.2200000000003,41,SET OF 4 NAPKIN CHARMS CUTLERY,0.5125,0.7693350065869503,A
21679,3339.16,71,SKULLS  STICKERS,0.8875,0.7696137163687605,A
44230,3325.9700000000003,24,SQUARE MIRROR CURTAIN,0.3,0.7698913252203902,A
21703,3324.9,77,BAG 125g SWIRLY MARBLES,0.9625,0.7701688447622932,A
22183,3322.73,57,CAKE STAND VICTORIAN FILIGREE MED,0.7125,0.7704461831807321,A
21351,3320.87,19,CINAMMON & ORANGE WREATH,0.2375,0.7707233663504873,A
21486,3319.74,42,PINK HEART DOTS HOT WATER BOTTLE,0.525,0.771000455202494,A
22751,3318.79,40,FELTCRAFT PRINCESS OLIVIA DOLL,0.5,0.7712774647608182,A
21100,3311.2,59,CHARLIE AND LOLA CHARLOTTE BAG,0.7375,0.771553840804353,A
22244,3310.0699999999997,67,"HOOK, 3 HANGER ,MAGIC GARDEN",0.8375,0.7718301225301394,A
20978,3309.14,76,36 PENCILS TUBE SKULLS,0.95,0.772106326631584,A
35924,3304.47,57,HANGING FAIRY CAKE DECORATION,0.7125,0.772382140941979,A
21899,3298.2700000000004,77,"KEY FOB , GARAGE DESIGN",0.9625,0.772657437756762,A
10135,3293.02,68,COLOURING PENCILS BROWN TUBE,0.85,0.7729322963696157,A
18097C,3291.17,63,WHITE TALL PORCELAIN T-LIGHT HOLDER,0.7875,0.7732070005684563,A
21471,3288.83,62,STRAWBERRY RAFFIA FOOD COVER,0.775,0.7734815094544368,A
22764,3286.89,9,"RUSTIC WOODEN CABINET, GLASS DOORS",0.1125,0.7737558564143712,A
22577,3286.54,40,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.5,0.7740301741608435,A
84031A,3278.0,51,CHARLIE+LOLA RED HOT WATER BOTTLE ,0.6375,0.7743037790988441,A
20983,3264.27,76,12 PENCILS TALL TUBE RED SPOTTY,0.95,0.7745762380344654,A
21364,3258.11,46,PEACE SMALL WOOD LETTERS,0.575,0.7748481828131564,A
71038,3252.55,59,WHITE HANGING BEADS CANDLE HOLDER,0.7375,0.7751196635151374,A
84797A,3251.0,9,PINK HAWAIIAN PICNIC HAMPER FOR 4,0.1125,0.7753910148432155,A
22127,3250.71,56,PARTY CONES CARNIVAL ASSORTED,0.7,0.7756623419658536,A
21866,3248.93,76,UNION JACK FLAG LUGGAGE TAG,0.95,0.7759335205171709,A
22459,3238.23,51,CAST IRON HOOK GARDEN TROWEL,0.6375,0.7762038059712226,A
22437,3237.94,60,SET OF 9 BLACK SKULL BALLOONS,0.75,0.7764740672198345,A
22335,3232.8700000000003,76,HEART DECORATION PAINTED ZINC ,0.95,0.7767439052905829,A
22534,3231.52,64,MAGIC DRAWING SLATE SPACEBOY ,0.8,0.7770136306808354,A
85178,3231.33,67,VICTORIAN SEWING KIT,0.8375,0.7772833402123513,A
21707,3230.59,50,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",0.625,0.777552987978262,A
84997b,3225.17,36,RED 3 PIECE MINI DOTS CUTLERY SET,0.45,0.7778221833528475,A
21109,3224.23,58,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",0.725,0.7780913002684209,A
16161P,3222.4,64,WRAP ENGLISH ROSE ,0.8,0.7783602644393218,A
84472,3218.52,16,PINK AND LILAC QUILTED THROW ,0.2,0.7786289047581301,A
22895,3217.3,37,SET OF 2 TEA TOWELS APPLE AND PEARS,0.4625,0.7788974432471567,A
22125,3209.34,14,UNION JACK HOT WATER BOTTLE ,0.175,0.7791653173385913,A
22118,3203.11,50,JOY WOODEN BLOCK LETTERS,0.625,0.7794326714304031,A
22592,3201.69,23,CARDHOLDER HOLLY WREATH METAL,0.2875,0.7796999069990262,A
72349B,3195.8700000000003,69,SET/6 PURPLE BUTTERFLY T-LIGHTS,0.8625,0.7799666567895105,A
22491,3190.33,58,PACK OF 12 COLOURED PENCILS,0.725,0.7802329441726257,A
21706,3188.04,60,"FOLDING UMBRELLA , RED/WHITE SPOT",0.75,0.7804990404162324,A
85132C,3187.07,51,CHARLIE AND LOLA FIGURES TINS,0.6375,0.7807650556968162,A
22801,3186.93,34,ANTIQUE GLASS PEDESTAL BOWL,0.425,0.7810310592920151,A
15039,3178.22,67,SANDALWOOD FAN,0.8375,0.7812963358893464,A
22504,3172.74,29,CABIN BAG VINTAGE RETROSPOT,0.3625,0.7815611550873306,A
22571,3171.14,27,ROCKING HORSE RED CHRISTMAS ,0.3375,0.78182584073806,A
22461,3169.5299999999997,52,SAVOY ART DECO CLOCK,0.65,0.7820903920068645,A
21328,3165.22,75,BALLOONS  WRITING SET ,0.9375,0.7823545835327517,A
22299,3161.19,51,PIG KEYRING WITH LIGHT & SOUND ,0.6375,0.7826184386864911,A
21447,3158.47,76,12 IVORY ROSE PEG PLACE SETTINGS,0.95,0.7828820668098977,A
22862,3156.26,19,LOVE HEART NAPKIN BOX ,0.2375,0.7831455104711587,A
18098C,3154.51,58,PORCELAIN BUTTERFLY OIL BURNER,0.725,0.7834088080651098,A
22672,3154.24,42,FRENCH BATHROOM SIGN BLUE METAL,0.525,0.7836720831229619,A
22141,3149.57,16,CHRISTMAS CRAFT TREE TOP ANGEL,0.2,0.7839349683897644,A
23200,3141.5,7,JUMBO BAG PEARS,0.0875,0.7841971800776011,A
22851,3141.43,43,SET 20 NAPKINS FAIRY CAKES DESIGN ,0.5375,0.7844593859227453,A
22907,3135.6699999999996,39,PACK OF 20 NAPKINS PANTRY DESIGN,0.4875,0.7847211109977729,A
21627,3130.58,54,ELEPHANT CARNIVAL POUFFE,0.675,0.7849824112255965,A
85123a,3117.2299999999996,28,WHITE HANGING HEART T-LIGHT HOLDER,0.35,0.785242597168514,A
22478,3110.96,63,BIRDHOUSE GARDEN MARKER ,0.7875,0.7855022597731273,A
22743,3109.8100000000004,40,MAKE YOUR OWN FLOWERPOWER CARD KIT,0.5,0.7857618263906513,A
22172,3109.42,33,METAL SHELF WITH RAIL ,0.4125,0.7860213604560319,A
22777,3098.4100000000003,22,GLASS CLOCHE LARGE,0.275,0.7862799755493664,A
22186,3092.51,34,RED STAR CARD HOLDER,0.425,0.7865380981871992,A
22374,3091.78,65,AIRLINE BAG VINTAGE JET SET RED,0.8125,0.786796159894097,A
21537,3078.29,69,RETRO SPOTS PUDDING BOWL,0.8625,0.787053095630704,A
79164,3077.39,44,BLACK WINE GLASS,0.55,0.7873099562469803,A
22281,3077.05,34,EASTER TREE YELLOW BIRDS,0.425,0.7875667884844649,A
22070,3070.8,64,SMALL RETRO SPOT MUG IN BOX  RED,0.8,0.7878230990529861,A
23208,3070.17,10,LUNCH BAG VINTAGE LEAF DESIGN,0.125,0.7880793570372756,A
84352,3056.0299999999997,27,SILVER CHRISTMAS TREE BAUBLE STAND ,0.3375,0.788334434797702,A
21012,3048.5,64,ANTIQUE ALL GLASS CANDLESTICK,0.8,0.7885888840513612,A
22107,3043.02,64,PIZZA PLATE IN BOX,0.8,0.788842875905673,A
21976,3040.9300000000003,78,PACK OF 60 MUSHROOM CAKE CASES,0.975,0.7890966933138835,A
22700,3040.36,37,BLACK AND WHITE DOG BOWL,0.4625,0.7893504631458845,A
21648,3033.41,57,ASSORTED TUTTI FRUTTI SMALL PURSE,0.7125,0.7896036528819981,A
22285,3031.7999999999997,64,"DECORATION HEN ON NEST, HANGING",0.8,0.7898567082361867,A
22242,3030.39,59,"HOOK, 5 HANGER , MAGIC TOADSTOOL",0.7375,0.7901096459018571,A
22593,3023.8199999999997,30,CHRISTMAS GINGHAM STAR,0.375,0.7903620351891131,A
22639,3020.5899999999997,44,SET OF 4 NAPKIN CHARMS HEARTS,0.55,0.7906141548778486,A
22582,3017.1299999999997,56,PACK OF 6 SWEETIE GIFT BOXES,0.7,0.7908659857706459,A
22203,3015.61,73,MILK PAN RED RETROSPOT,0.9125,0.7911176897935512,A
85114B,3010.3199999999997,64,IVORY ENCHANTED FOREST PLACEMAT,0.8,0.7913689522758459,A
84837,3004.96,33,WHITE SWEETHEARTS CABINET 4 DRAWERS,0.4125,0.7916197673748375,A
21470,2994.36,72,FLOWER VINE RAFFIA FOOD COVER,0.9,0.7918696977232668,A
22075,2987.0899999999997,50,6 RIBBONS ELEGANT CHRISTMAS ,0.625,0.7921190212663577,A
22128,2985.22,56,PARTY CONES CANDY ASSORTED,0.7,0.7923681887260948,A
21452,2983.9,65,TOADSTOOL MONEY BOX,0.8125,0.7926172460093468,A
22564,2980.91,59,ALPHABET STENCIL CRAFT,0.7375,0.7928660537261666,A
20681,2976.22,62,PINK SPOTTY CHILDS UMBRELLA,0.775,0.7931144699825962,A
22509,2964.54,50,SEWING BOX RETROSPOT DESIGN ,0.625,0.7933619113440665,A
22425,2962.0600000000004,56,ENAMEL COLLANDER CREAM,0.7,0.7936091457072924,A
21064,2961.8,34,BOOM BOX SPEAKER BOYS,0.425,0.7938563583690892,A
22702,2961.2999999999997,37,BLACK AND WHITE CAT BOWL,0.4625,0.794103529297369,A
72802A,2959.62,58,ROSE SCENT CANDLE IN JEWELLED BOX,0.725,0.7943505600010313,A
22175,2957.1200000000003,73,PINK OWL SOFT TOY,0.9125,0.7945973820371082,A
22027,2954.58,76,TEA PARTY BIRTHDAY CARD,0.95,0.7948439920669184,A
22950,2952.7599999999998,12,36 DOILIES VINTAGE CHRISTMAS,0.15,0.7950904501867263,A
21845,2948.32,59,DAIRY MAID STRIPE MUG,0.7375,0.7953365377129026,A
